web_scraper_order,web_scraper_start_url,pagination,smaak,€dag,eiwit,vet,data,kcal,lijn,vezels,textuur,shop,merk,merk2,fosfor,ca:p,intact,castraat,sensitive2,graanvrij2,bio2,ingr2,fosfor2,sensitive,graanvrij,bio,ingr
1773261189-835,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Zalm en groenten,€ 4.32,32%,35%,33%,0.82,Science Plan – Healthy Cuisine – Adult – Sterilised (stew),5.2%,Gelei,Medpets,Hills,Hills,195,2.06,3,4,3,N,N,3,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-836,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en groenten,€ 3.47,28%,47%,25%,0.93,Science Plan – Healthy Cuisine – Adult 1-6 jaar (stew),2.8%,Gelei,Medpets,Hills,Hills,139,1.23,2,3,2,N,N,3,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-837,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Zalm en groenten,€ 3.46,29%,48%,23%,0.93,Science Plan – Healthy Cuisine – Adult 1-6 jaar (stew),3.1%,Gelei,Medpets,Hills,Hills,160,1.13,2,3,2,N,N,3,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-838,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kalkoen,€ 3.67,34%,43%,23%,0.79,Science Plan – Poultry Selection – Adult 1-6 jaar,2.2%,Reepjes/Saus,Medpets,Hills,Hills,152,1.25,1,3,2,N,N,3,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-839,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip,€ 3.65,34%,44%,22%,0.80,Science Plan – Poultry Selection – Adult 1-6 jaar,2.2%,Reepjes/Saus,Medpets,Hills,Hills,151,1.17,1,3,2,N,N,3,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-840,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip,€ 3.66,40%,30%,30%,0.67,Science Plan – Speciality – Delicious Selection – Adult 1-6 jaar – Perfect Weight,10.5%,Reepjes/Saus,Medpets,Hills,Hills,208,1.14,5,3,3,N,N,3,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-841,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Zalm,€ 3.37,37%,33%,30%,0.73,Science Plan – Speciality – Delicious Selection – Adult 1-6 jaar – Perfect Weight,11.2%,Reepjes/Saus,Medpets,Hills,Hills,205,1.13,5,4,3,N,N,3,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-842,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Forel,€ 3.29,38%,33%,29%,0.72,Science Plan – Speciality – Delicious Selection – Young Adult – Sterilised Cat,5.8%,Reepjes/Saus,Medpets,Hills,Hills,222,1.25,4,3,2,N,N,3,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-843,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kalkoen,€ 3.16,35%,35%,30%,0.75,Science Plan – Speciality – Delicious Selection – Young Adult – Sterilised Cat,5.6%,Reepjes/Saus,Medpets,Hills,Hills,213,1.25,3,4,3,N,N,3,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-844,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip,€ 3.45,38%,31%,31%,0.69,Science Plan – Speciality – Delicious Selection – Young Adult – Sterilised Cat,5.9%,Reepjes/Saus,Medpets,Hills,Hills,218,1.27,4,3,3,N,N,3,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-845,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Zalm,€ 3.29,38%,33%,29%,0.72,Science Plan – Speciality – Delicious Selection – Young Adult – Sterilised Cat,5.8%,Reepjes/Saus,Medpets,Hills,Hills,208,1.33,4,3,2,N,N,3,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-846,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip,X,33%,45%,22%,0.82,Vet Essentials – Adult 1-6,2.4%,Saus,Dierenarts,Hills,Hills,171,1.36,1,2,2,N,N,3,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-847,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Zalm,X,32%,46%,22%,0.83,Vet Essentials – Adult 1-6,2.2%,Saus,Dierenarts,Hills,Hills,156,1.38,1,3,2,N,N,3,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-848,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en kalkoen,€ 1.88,33%,56%,11%,0.89,4 Sorten (mixpakket),4.5%,Gelei,Husse,Husse,Husse,NB,NB,3,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-849,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Oceaanvis,€ 1.88,33%,56%,11%,0.89,4 Sorten (mixpakket),4.5%,Gelei,Husse,Husse,Husse,NB,NB,3,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-850,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund en groenten,€ 1.88,33%,56%,11%,0.89,4 Sorten (mixpakket),4.5%,Gelei,Husse,Husse,Husse,NB,NB,3,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-851,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Zalm en tonijn,€ 1.88,33%,56%,11%,0.89,4 Sorten (mixpakket),4.5%,Gelei,Husse,Husse,Husse,NB,NB,3,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-852,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund,€ 1.16,33%,53%,14%,0.77,Brokken,3.7%,Gelei,Husse,Husse,Husse,NB,NB,3,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-853,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Vis,€ 2.35,42%,45%,13%,0.81,Gourmet,4.0%,Paté,Husse,Husse,Husse,NB,NB,4,2,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-854,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Wild game,€ 2.35,42%,45%,13%,0.81,Gourmet,4.0%,Paté,Husse,Husse,Husse,NB,NB,4,2,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-855,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund,€ 1.12,33%,54%,13%,0.82,Paté,1.6%,Paté,Husse,Husse,Husse,NB,NB,3,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-856,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kalkoen,€ 1.24,34%,45%,21%,0.74,Paté – Sterilised,3.7%,Paté,Husse,Husse,Husse,NB,NB,3,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-857,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Insect,€ 2.37,32%,47%,20%,1.08,Natural Cat Food,2.0%,?,Zoo-Expert (DE),I love my cat,I love my cat,296,1.53,2,4,3,J,N,2,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-858,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip,€ 2.07,31%,62%,7%,1.24,Natural Cat Food,2.0%,?,Zoo-Expert (DE),I love my cat,I love my cat,259,1.06,4,4,3,J,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-859,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Zalm en kalkoen,€ 2.09,30%,63%,7%,1.22,Natural Cat Food,2.0%,?,Zoo-Expert (DE),I love my cat,I love my cat,196,1.25,4,4,3,J,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-860,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Makreel en forel,€ 1.75,36%,45%,19%,0.90,Delights – Adult 1+ – Gravy – Sea Collection,1.9%,Gelei,Zooplus,Iams,Iams,NB,NB,3,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-861,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Oceaanvis en groene bonen,€ 1.75,36%,45%,19%,0.90,Delights – Adult 1+ – Gravy – Sea Collection,1.9%,Gelei,Zooplus,Iams,Iams,NB,NB,3,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-862,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Tonijn en erwten,€ 1.75,36%,45%,19%,0.90,Delights – Adult 1+ – Gravy – Sea Collection,1.9%,Gelei,Zooplus,Iams,Iams,NB,NB,3,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-863,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Zalm en kabeljauw,€ 1.75,36%,45%,19%,0.90,Delights – Adult 1+ – Gravy – Sea Collection,1.9%,Gelei,Zooplus,Iams,Iams,NB,NB,3,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-864,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en lam,€ 1.75,36%,48%,16%,0.90,Naturally – Adult 1+ – Land en Sea Collection,1.9%,Gelei,Zooplus,Iams,Iams,NB,NB,4,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-865,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Lam,€ 1.75,36%,48%,16%,0.90,Naturally – Adult 1+ – Land en Sea Collection,1.9%,Gelei,Zooplus,Iams,Iams,NB,NB,4,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-866,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Tonijn,€ 1.75,36%,48%,16%,0.90,Naturally – Adult 1+ – Land en Sea Collection,1.9%,Gelei,Zooplus,Iams,Iams,NB,NB,4,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-867,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Zalm,€ 1.75,36%,48%,16%,0.90,Naturally – Adult 1+ – Land en Sea Collection,1.9%,Gelei,Zooplus,Iams,Iams,NB,NB,4,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-868,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Haring,€ 1.71,36%,48%,16%,0.90,Naturally – Adult 1+ – Sea Collection,1.9%,Gelei,Brekz,Iams,Iams,NB,NB,4,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-869,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kabeljauw,€ 1.71,36%,48%,16%,0.90,Naturally – Adult 1+ – Sea Collection,1.9%,Gelei,Brekz,Iams,Iams,NB,NB,4,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-870,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Tonijn,€ 1.71,36%,48%,16%,0.90,Naturally – Adult 1+ – Sea Collection,1.9%,Gelei,Brekz,Iams,Iams,NB,NB,4,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-871,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Zalm,€ 1.71,36%,48%,16%,0.90,Naturally – Adult 1+ – Sea Collection,1.9%,Gelei,Brekz,Iams,Iams,NB,NB,4,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-872,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kalkoen,€ 3.55,37%,53%,10%,0.84,GrainFree – Gravy – Adult,3.2%,Gelei,Zooplus,James Wellbeloved,James Wellbeloved,NB,NB,4,3,2,N,N,2,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-873,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip,€ 4.31,44%,53%,4%,0.69,GrainFree – Jelly – Adult,3.8%,Saus,Zooplus,James Wellbeloved,James Wellbeloved,NB,NB,4,2,2,N,N,2,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-874,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en eend,€ 4.37,45%,51%,4%,0.93,Filets,1.9%,Vleesreepjes,Zooplus,Josera,Josera,236,1.23,2,1,1,J,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-875,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en kalf,€ 4.31,45%,52%,3%,0.94,Filets,1.9%,Vleesreepjes,Zooplus,Josera,Josera,244,1.13,2,1,1,J,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-876,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en rund,€ 4.33,45%,52%,3%,0.94,Filets,1.9%,Vleesreepjes,Zooplus,Josera,Josera,234,1.18,2,1,1,J,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-877,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en zalm,€ 4.38,44%,52%,3%,0.93,Filets,1.9%,Vleesreepjes,Zooplus,Josera,Josera,269,1.20,2,1,1,J,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-878,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip,€ 4.60,45%,50%,5%,0.92,Filets – Puur,1.9%,Vleesreepjes,Zooplus,Josera,Josera,239,1.23,3,1,1,J,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-879,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip,€ 0.51,38%,51%,11%,0.83,JosiCat – Blik – Gelei,2.1%,Gelei,MaxiZoo (BE),Josera,Josera,NB,NB,4,3,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-880,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund,€ 0.51,38%,51%,11%,0.83,JosiCat – Blik – Gelei,2.1%,Gelei,MaxiZoo (BE),Josera,Josera,NB,NB,4,3,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-881,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en quinoa,€ 0.51,38%,50%,12%,0.93,JosiCat – Blik – Paté,2.4%,Paté,MaxiZoo (BE),Josera,Josera,NB,NB,4,3,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-882,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund en pastinaak,€ 0.51,38%,50%,12%,0.93,JosiCat – Blik – Paté,2.4%,Paté,MaxiZoo (BE),Josera,Josera,NB,NB,4,3,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-883,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip,€ 0.38,29%,45%,25%,0.84,Josicat – Blik – Saus,2.0%,Saus,MaxiZoo (BE),Josera,Josera,NB,NB,4,5,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
